text_no_emoji,lang,translated_text
sumpah yah aku nyasar doang lho kemari,id,"I swear, I'm straying, you know here"
said,lv,said
а где,mk,And where
real,ro,real
perdón jungkook,id,Jungkook forgiveness
gracias calvin klein por,es,Thanks Calvin Klein for
derrito,es,I Derrito
perfeito,it,perfect
yes chef,cy,yes chef
yes,tr,yes
comments,fr,comments
que bien come,es,How well eat
uau,id,wow
el like de rosalía,es,Rosalia's Like
con este frío encuerado se va,es,With this cold locked he leaves
noi,pt,We
io non,it,I don't
perfeição existe numa,pt,perfection exists in a
god damn,cy,god damn
gyaaat,so,Known
yes,tr,yes
bless,no,bless
precioso,es,precious
real,ro,real
oooomg,so,o OOT
illegal,it,illegal
hahah girl know,so,hahah girl know
la mia faccia ora è indescrivibile,it,My face is now indescribable
color sky,sk,color sky
girl dinner,it,girl dinner
calvin klein artistic,ro,calvin klein artistic
blud built like greek god like acknowledge,af,blud built like greek god like acknowledge
benditos sean,pt,benditos sean
oh santo cielo,es,oh holy sky
baaad,so,Baad
please meet parents,nl,please meet parents
jungkook,et,jungkook
real,ro,real
kesini,et,come here
ugh,so,ugh
yes,tr,yes
currently dripping like broken faucet,no,currently dripping like broken faucet
gracias dios por el pan de cada día,es,Thank God for every day's bread
pregnant,it,pregnant
buen provecho,sk,enjoy
mds é décima vez que entro perfil da ck só pra assistir esse,pt,MDS is tenth time I enter CK profile just to watch this
number times saw video illegal,et,number times saw video illegal
grazie,pl,Thank you
возьмите его на съемку,bg,Take it to shoot
bendición papi,es,Blessing Papi
é vez que tô aqui,fr,It's time I'm here
girl dinner lunch breakfast snack,de,girl dinner lunch breakfast snack
lip ne çok büyümüşsün annenlere selamlar canım,tr,Lip how much you grew up greetings to your parents dear
gemeter deh,nl,gemeter
mamma mia,sw,Oh mama
je vais crever,hr,I will die
yes chef,cy,Yes chef
call girl dinner,it,call girl dinner
perfect perfect perfect,ro,perfect perfect perfect
te entendemos,es,We understand you
yorumlar,tr,Comments
et lui non,fr,and him no
fr,da,fr
dayum,so,dayum
make longer version,no,make longer version
video sure seem loop huh,et,video sure seem loop huh
married,es,married
моя мама не может понять почему у меня играет одна и та же песня,ru,my mother cannot understand why the same song plays with me
real,ro,real
eu mentalizo,pt,I mentalize
yes fr,tr,yes fr
q pedazo de hombre jeremy,es,What a piece of Jeremy man
kau hrs liat ini,id,You have to see this
feral,ca,feral
new fav song,no,new fav song
eta glória,pt,Eta glory
wow imagine ohm pawat,pl,wow imagine ohm pawat
kesini ka,et,here ka
inikah yang dimaksud,id,This is what is meant
kesini gara gara kak,id,here because of sis
acceptable uk page,fr,acceptable uk page
ramai ya disini,id,Many are here
give videographer raise,fr,give videographer raise
uncomfortable,es,uncomfortable
quante visualizzazioni sta facendo questo video,it,How many views this video is doing
como se quita el video jajsjs,es,How the video is removed hahasjs
indian version,af,indian version
vabbèma quanto è figo,it,oh well how cool it is
good god,cy,good god
yes chef,cy,Yes chef
multiplica senhor,pt,Multiplica Lord
la pubblicità di cui tutti noi avevamo bisogno,it,the advertisement we all needed
te entiendo rosalía,es,I understand you Rosalia
jajajajja mueroo,fi,hahaha I die
oh,fi,oh
sweet jesus,nl,sweet jesus
nice one,pl,nice one
essa é primeira propaganda que eu salvo aqui instagram,pt,This is the first advertisement that I save here Instagram
entra na minha casa entra na minha vida,pt,Enter my house enters my life
que vivan los hombres,es,that men live
ruff ruff ruff ruff,cy,ruff ruff ruff ruff
yes,tr,yes
yeah,tr,yeah
rosalía está muy bien alimentada,es,Rosalia is very well fed
still,sv,still
ahh lip gallagher nunca decepcionou,it,Ahh Lip Gallagher never disappointed
rosalía mamiiiiii bem servida,et,ROSALÍA MAMIIIII WELL SERVED
woah,pl,woah
qué este video dura horas,pt,What this video lasts hours
non ascoltare le bambine che ti insultano sei un bono smashhhh,it,Don't listen to the girls who insult you you are a bono smashhhh
querico,es,that's lovely
single,tl,single
si le decis algo una mina ahora yo soy el acosador,es,If you tell him something a mine now I am the stalker
que vivan los hombres,es,that men live
gracias calvin klein,lt,Thanks Calvin Klein
lip gallagher,tl,lip gallagher
god bless spot friends,no,god bless spot friends
calvin klein vc não é uma empresa vc é uma mãe,pt,Calvin Klein you are not a company you are a mother
yes daddy sorry yes chef,cy,yes daddy sorry yes chef
te entiendo,nl,I understand you
couch,fr,couch
pongan otra vez jungkook,hr,Put Jungkook again
ora capisco perché ti sei vista per ben due volte shameless,it,ora capisco perché ti sei vista per ben due volte shameless
ora ho capito ahahah,so,Now I understand ahahah
pink,lt,pink
next ck model,sv,next ck model
yes chef,cy,Yes chef
ahahahahahaha,so,Ahahahahahaha
ahahahahahaha,so,Ahahahahahaha
eyes,tr,eyes
ayyyy pero que,es,Ayyyy but what
yes chef,cy,Yes chef
tank top wearing start video look like one see site,af,tank top wearing start video look like one see site
когда лип все таки продал свой дом за ту сумму которую хотел,ru,when Lip still sold his house for the amount that he wanted
video last hours,fr,video last hours
yes,tr,yes
bueno yo creo que los hombres merecen oportunidades esto es una bendición,es,Well I think men deserve opportunities this is a blessing
compliments,ca,compliments
rainbow,cy,rainbow
meraviglia divina grazie,it,Divine wonder thanks
yup lol,id,yup lol
visualizzazioni sono mie,it,views are mine
cómo se llama la canción,es,What's the name of the song
breakfast,da,breakfast
illegal sexy,ca,illegal sexy
ben lol,da,Ben Lol
yes chef,cy,Yes chef
left crumbs,ro,left crumbs
respect,es,respect
omg,sv,omg
understand song people like bells pavlovs dogs,da,understand song people like bells pavlovs dogs
ho sakta hai use nahaane se parhez ho,et,May be avoiding bathing
may jeremy bless day,so,may jeremy bless day
de cuál color es el short,es,Which color is the short
morta,pt,dead
beccati commenti,it,caught comments
nice undies,de,nice undies
davdni qali,so,davdni frying
beautiful day eyes,tr,beautiful day eyes
love,sl,love
omg feels like dreaming hours,af,omg feels like dreaming hours
pakinggan mo yung vm ko,tl,Listen to my VM
yung ano,tl,That's it
dan moet je mss toch maar eens shameless gaan kijken,nl,Then you have to take a look at Mss
purple,ro,purple
oh video,sv,oh video
italy say thanks,tl,italy say thanks
giving craig james vibe,da,giving craig james vibe
oh goodness,cy,oh goodness
muscle fan cit,it,muscle fan cit
show de bola,so,ball show
hahahaha porque amo jeremy allan white,so,hahahaha porque amo jeremy allan white
ok like,sl,ok like
mine must,et,mine must
rosaliaaaaa,so,rosaliaaaaaaaaaaaaaaaaaaaaaaa
justice see lip shameless,et,justice see lip shameless
te entiendo rosalia,es,I understand you Rosalia
going,tl,going
yes chieffff,cy,yes chieffff
amén,hu,amen
caramba,ca,damn
damn,id,damn
mi madre rosalia tu si sabes,et,my mother Rosalia you do know
si si si,it,and and
phir geela ho jayega bechara,so,The poor will be wet again
rosalia le dan asta pa llevar,it,Rosalia give her to carry
wet right,af,wet right
part,fr,part
many saves video get,da,many saves video get
entra na minha casa entra na minha,pt,Enter my house enter my
like energy,no,like energy
couch,fr,couch
hi girls,tr,hi girls
god bless man,cy,god bless man
amén,hu,amen
lip,tl,lip
confidence,es,confidence
eu sou comentário brasileiro que vc procura,pt,I am a Brazilian comment that you are looking for
mds,nl,mds
grazie,pl,grazie
nyahahahahhaa ahhhhggg,so,nyahahahahhaa ahhhhggg
dead,es,dead
аполлон джереми,ru,Apollo Jeremy
bença deus,fr,Bença God
apaixonada,pt,apaixonada
damn,id,damn
porquê esse vídeo tem horas,pt,Why this video has hours
omg,sv,omg
mi ampr,it,mi amor
impriman más hombres así,es,Print more men like this
save posts,hr,save posts
help,nl,help
omg,sv,omg
want plz,nl,want plz
ahahahahahahaha,so,"eath,"
ahahahahahahahaha fantastica,so,ahahahahahahahaha fantastic
non ci deludi,it,you don't disappoint us
amo nasoni da,it,I love Nasoni from
capi meraviglioso,it,wonderful leaders
certo che new york è sempre new,it,Of course New York is always new
come bien,fr,eat well
בלופים,he,בלופים
yumm,tr,The Best
aaaaaaaaahhhhhhhhhhaaaaaaaahhhhhhhhhhhhhaaaaaaaaaaahhhhhhhhhhh condivido comunque credevo finisse totalmente inosservato questo mio commento come ci siamo arrivati quasi likes mia nonna che ne lha insegnato sarebbe molto fiera di,it,AAAAAAAAAHHHHHHHHHHHHAAAAAAAHHHHHHHHHHHHHAHAHAAAAAAAHHHHHHHHHHHHH I share I believed I would have totally unnoticed this comment as we arrived almost like my grandmother who taught it would be very proud of
mamm ro carmine,it,mamm ro carmine
identify calvin klein underwear,de,identify calvin klein underwear
wow,pl,wow
se fermate il video al momento giusto potrete scorgere la torre di pisa,it,If you stop the video at the right time you can see the Torre di Pisa
muito obrigada calvin klein,pt,Thank you so much Calvin Klein
cultural reset,ro,cultural reset
rosalías real liking,et,Rosalías Real Liking
q bendicionnn,it,q blessing
que vivan los hombres,es,that men live
come è migliorato negli,it,as it improved in
whyyyy hot,cy,whyyyy hot
gat,tl,gat
non da babbo natale ringrazio tutti gli elfi,it,not from Santa Claus I thank all the elves
nossaaaaaaaaa,so,nondoaaaaaaaaaaaaaaa
mancu quiddha guarda,so,mancu quiddha guarda
vem de chicote,pt,Come from whip
stop itttt,fi,stop itttt
разрыв всех сердец,ru,Rupture of all hearts
senso lato e senso,it,Side and sense sense
vecchi avevano ragione,it,old were right
tutti,fi,everyone
ya entendí por qué tanto revuelo,es,I already understood how so much stir
mi sento male,it,I feel bad
vecchi avevano ragione,it,old were right
как же лип похорошел при собянине,ru,How did Lip become a lot of Sobyanin
mo moro,pt,So
commenti,fr,comments
letto e,it,bed
lip getting sexy,tl,lip getting sexy
pronto,it,pronto
questo il mio preferito,it,This is my favorite
couch,fr,couch
aquí andamos dando,pt,Here we are giving
delícia,ca,delight
manchi,sw,lack
gracias calvin klein te,nl,Thanks Calvin Klein te
lá,hu,leaf
come si fa smettere di guardarlo,it,how to stop looking at it
como eu qria entrar nesta arca de noé,pt,How do I want to enter this noah ark
era duas marteladas e prego estava frouxo,pt,It was two hammers and nail was loose
pure di più,it,even more
la vedremo tv,sl,We will see her TV
explote,fr,explodes
о,mk,o
я готова это вечно,ru,я готова это вечно
wow,pl,wow
dinner,af,dinner
give oscar,it,give oscar
трусы лишние в этой рекламе,ru,Extra panties in this advertisement
cossssss,pt,COSSSSSS
mi sento responsabile,it,I feel responsible
è tutta colpa di,it,It's all the fault of
morta,pt,dead
que vivan los hombres,es,that men live
mi sto sentendo male,it,I'm feeling bad
riadny parkourista,sk,A proper parkourist
sesek napas,id,hard to breathe
فشار چیه دارم دیوار و گاز میگیرم,fa,What pressure I am going to be wall and gas
apuuu pedis mata wai tapi ka medak,id,Apuuu PHIIS MATA WAITING TAPE
bella new york,cy,bella new york
è lattore di shameless,it,and the player of shameless
matre santa,tl,Matre Santa
sai cosa fare,it,you know what to do
unwell left speechless,de,unwell left speechless
non ce la possiamo fare,it,we can't do it
şarkıyı ezberledim,tr,I memorized the song
comunque questi commenti di donne superiori qualsiasi complimento mai detto da un uomo,it,however these comments of higher women any compliment never said by a man
grazie,hr,Thank you
un paio di cose da fare mi vengono mente,it,a couple of things to do are mind
ora googlato,hr,Ora Googlato
nettamente di un altro livello fantastic day mio prefe,it,clearly of another level fantastic day my prefe
агрессивно требую подобное видео с чонгуком,ru,I aggressively demand a similar video with Jungkook
big big mood,tl,big big mood
enterauw,nl,Enterauw
vine buscarlo por tu historia te encontré aquí,es,I came looking for it for your story I found you here
музыка,ru,music
remembered like men,da,remembered like men
горячо,ru,hot
tell,it,tell
wouaf wouaf,af,wouaf wouaf
nome te diu,it,Diu's name
stamo tutte qua,it,stamo tutte qua
buenos días que vivan los hombres,es,good morning men live
gölgesinde mangal yaptik,tr,We made a barbecue in the shadow
read mind,et,read mind
staring us,sv,staring us
miaouuuuuuuu mmmmh,sw,Miaouuuuuuuu mmmmh
santo dios,it,Holy God
anyone else,ca,anyone else
mio,lt,mio
preghiamo,it,preghiamo
watch,sw,watch
non avrei saputo commentare meglio,it,I would not have been able to comment better
esse comercial tá babado viuu,pt,this commercial is ruffled
cannot seen liking,fi,cannot seen liking
ne ho letto uno pay internet bill,it,I read a pay internet Bill
yes chef,cy,Yes chef
eyes eyes,tr,eyes eyes
got guys loop,af,got guys loop
ahahahah,so,ahahahah
pac il test di gravidanza positivo dopo aver guardato il video,it,PAC The positive pregnancy test after watching the video
ну что за мужчина,uk,what a man
ahora si te entiendo rosalia,es,Now if I understand you Rosalia
