text_no_emoji,lang,translated_text
du har sett bear,sv,You've seen Bear
master piece,ro,master piece
scusate quando finisce il video sono qui da ore,it,Sorry when the video ends I've been here for hours
hubba hubba,sw,hubba hubba
please tell say,en,please tell say
video hour long,es,video hour long
oh yes,tr,oh yes
mi sto snetendo male aiuto,it,I'm feeling bad help
porque es tan adictivo este video,es,Because this video is so addictive
love,sl,love
bluddddd,cy,bluddddd
lo sto guardando loop,es,I'm looking at it loop
girl dinner,it,girl dinner
ah se gente pudesse,fr,Oh if we could
beautiful view new york wellbuilt building,en,beautiful view new york wellbuilt building
te amo calvin klein,it,I love you Calvin Klein
would let forever,da,would let forever
дякую що відволікли жінок україни,uk,Thank you that distracted women of Ukraine
perché questo video dura ore,pt,Because this video lasts hours
mio dio,it,my God
please,en,please
mannaggia li santi,it,damn them saints
girl dinner,it,girl dinner
r prime,sl,r prime
perfect,ca,perfect
like si viniste por el video de,no,Like if you came for the video of
lo puedo ver millones de veces más,es,I can see it millions of times more
definitivamente es una gaviota,it,It is definitely a seagull
que rico,es,that's lovely
al fin,it,finally
te entiendo rosalia,es,I understand you Rosalia
el caramelo de la rosalía,es,The Caramelo de la Rosalia
yummy,tr,yummy
repeat n,ro,repeat n
por qué el vídeo dura tanto,es,Why the video lasts so much
penso di averlo visto già volte e continuerò farlo,it,I think I have seen it already times and I will continue to do so
ormai,pt,at this point
non è bellissimo un fascino mamma e mia figlia qsta canzone è entrata nella testa chissà come,it,It is not beautiful a charm mom and my daughter qsta song entered the head who knows how
oof,af,oof
heaven looks like,et,heaven looks like
lip blonde female teachers,en,lip blonde female teachers
fine watch shameless,en,fine watch shameless
que isso,fr,that it
en,nl,in
artıq mahnı onu xatırladıare,tr,The song already reminded him
needdddddd,cy,needdddddd
da oggi solo calvin,it,From today only Calvin
diosssssss mío santo esta es la mejor campaña de calvin klein lejos,es,Diosssss Mys Holy This is the best campaign of Calvin Klein away
samantha jones like,fi,samantha jones like
por qué el video dura horas,es,Why the video lasts hours
mampir kesini karna,id,stop by here because
liat apa,tl,Look what
many times,id,many times
mhehe,de,Hon
ig,tl,ig
get popular,ro,get popular
like greek statues hair body posture eyes everything,en,like greek statues hair body posture eyes everything
stop torturing us,en,stop torturing us
thanks,en,thanks
bro staring camera like,id,bro staring camera like
know,en,know
amoi commenti connilpregnancy test ahahahahabbaba,it,Emoy Comment
ohhhh god,cy,Ohhhh God
uno asiiii,so,one ASIIII
abi ne abarttınız ya,tr,"Brother, what did you exaggerate"
oh,fi,oh
yes,tr,yes
porque dura horas el video,es,Because last hours the video
send help,nl,send help
acaban de callar la boca porque en la primera foto que vi de él con la rosalia hubo algo que cuadró ahora todo cuadra encuadra encaja,es,They just shut up because in the first photo I saw from him with La Rosalia there was something that squares every block fit
cannot stop,it,cannot stop
play play,tl,play play
kenapa aku nyasar disini,id,Why am I straying here
want buy wear,en,want buy wear
ki sai aso,fi,Re-aso
se compro qualcosa posso acquistare anche lui,it,If I buy something I can buy him too
skip aja guys gua udah hampir semingguan disini,id,"just skip guys, I'm almost a week here"
shut take moneyi even wear underpants,en,shut take moneyi even wear underpants
wkwkkwkwk kesukaan lu ya,sw,wkwkkwkwk your favorite
thank learned lyrics,en,thank learned lyrics
gyattr,hu,Known
bhe direi che il divano è bello eh,it,well I would say that the sofa is beautiful eh
never shameless man entire life,en,never shameless man entire life
buon pranzo,it,good lunch
jajajajajaja,sl,hahahahaha
duh,id,duh
comments,fr,comments
per è allucinante stupendo,it,for it is gorgeous hallucinating
obrigado calvin,es,Thank you Calvin
video hours,af,video hours
amo sembra howard di big bang theory pompato,tl,I love it looks like Howard by Big Bang Theory Pummy
ho guardato così tante volte questo video che posso ripercorrere ogni suo movimento ad occhi chiusi,it,I have watched this video so many times that I can retrace each of his movements with his eyes closed
grazie calvin klein grazie di tutto,it,Thanks Calvin Klein thanks for everything
ti abbiamo beccato anche qui io e,it,ti abbiamo beccato anche qui io e
everyone still breathing,en,everyone still breathing
always keep coming back sorcery,en,always keep coming back sorcery
mamma mi,sw,mom me
pregnant,it,pregnant
damnnnnnnn,cy,Damnnnnnn
expletives,fr,expletives
lo único que le mire fue el jaja,es,lo único que le mire fue el jaja
omg,sv,omg
great start,sv,great start
yes chef,cy,Yes chef
keep coming back,en,keep coming back
man since shameless aired,en,man since shameless aired
oh,fi,oh
roman empire,fr,roman empire
oh well,cy,oh well
yessssssss,fi,Yessssssss
ahora queremos jacon elordi ahi te compramos toda la tienda,es,Now we want Jacob Elordi there we buy you the whole store
lorddddd,cy,lorddddd
god bless america,en,god bless america
okay owns,pl,okay owns
algum brasileiro,pt,some Brazilian
thank thank,en,thank thank
literally,en,literally
que vivan los,es,that live the
te entiendo,nl,I understand you
kakakakakascrrrrrrrrrrrrrr,sq,Kakkakasarrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrin
woof woof,af,woof woof
rosalia mor comparteeeeeeee,es,rosalia mor comparteeeeeeee
behalf women thank,en,behalf women thank
yes chef,cy,yes chef
may may edging,tl,may may edging
lip,tl,lip
girl dinner,no,girl dinner
thank,en,thank
che caldo sembra di stare rio de janeiro,pt,how hot it seems to be Rio de Janeiro
many times want watch answer yes,en,many times want watch answer yes
izleyişi olacak,tr,It will be watching
hours long,en,hours long
telling kids willy wonka,af,telling kids willy wonka
well well well,cy,well well well
woooo,af,woooo
ladies understand,de,ladies understand
skip aja ak udh disini,id,just skip it already here
xhow many times seen meyes,en,xhow many times seen meyes
come back video everyday,en,come back video everyday
meglio lui,it,better him
roman empire,pt,roman empire
man underwear,de,man underwear
nunca dude de tu juicio rosalia,es,Never doubt your judgment Rosalia
qwüxslchmslcjlshslwpsjdlwns,de,qwüxslchmslcjlshslwpsjdlwns
bro deserves lifetime contract,es,bro deserves lifetime contract
se puede ver este video muchas veces sin pagar,es,You can see this video many times without paying
know videos instagram could long,en,know videos instagram could long
understand,de,understand
needs ad,af,needs ad
well,cy,well
thank ck love,en,thank ck love
please,en,please
iyisin dimj,tr,you are fine dimj
e che,it,e che
oh godddd,cy,oh godddd
lick lip boy,en,lick lip boy
sure video hours long okay,en,sure video hours long okay
real,ro,real
hahahaha,so,hahahaha
oh everyone talking,fi,oh everyone talking
buona pausa caffè,it,buona pausa caffè
hours long,en,hours long
bacaklarına bir kez olsun temas edebilmek için kredi bile çekerdim hahahah,tr,I would even have a loan to contact your legs once hahahah
yes chef,cy,Yes chef
think boxers,en,think boxers
last beatiful models,da,last beatiful models
il mio video preferito,it,il mio video preferito
por los huarachitos del niño jesús,es,For the Huarachitos del Niño Jesús
tears right,en,tears right
roman empire,pt,roman empire
watching commercial rosalia living,en,watching commercial rosalia living
mi sono innamorata,it,I fell in love
dat ass doe,af,that is doe
bro majestic,hr,bro majestic
rosalía sabe que el chocalate blanco es más deli,es,Rosalia knows that white chocolate is more delicious
video three hours long,en,video three hours long
buenos días que vivan los hombres,es,good morning men live
listen gay butttttt,no,listen gay butttttt
hahahahahahahah perfect,id,hahahahahahahah perfect
time watching cannot stop,en,time watching cannot stop
sir,lt,sir
anche tu qui è affollato questo post,it,You too have crowded this post
god happy,cy,god happy
one week still watching,en,one week still watching
faint,fr,faint
knew,en,knew
bendecido,pt,blessed
non dice niente,it,says nothing
zoom,nl,zoom
q bendición,es,What a blessing
stoppppp gave birth,no,stoppppp gave birth
see hype,fi,see hype
need take clothes pull ups,en,need take clothes pull ups
cannot stop watching weeks cannot stop coming back,en,cannot stop watching weeks cannot stop coming back
ndnsjxnwjwnwm,pl,ndnsjxnwjwnwm
lord blessed us,en,lord blessed us
see,af,see
would like identify sofa light everything,en,would like identify sofa light everything
one main reason global warming,en,one main reason global warming
amen,ca,amen
thank thank,en,thank thank
eh magari vendessero lui senza mutande amò ahhaha,it,Eh maybe they sold him without underwear he loved Ahhaha
yes know,en,yes know
disintegrated,it,disintegrated
jeremy,sk,Jeremy
hahahahahahahahahhaha,so,hahahahahahahahahahahahahahahahahahahaha
shameless izlemeye başladığımdan beri bu adama aşığım,tr,I've been in love with this man since I started watching Shameless
bakiştik,tr,we looked
yoooo,so,yoooo
bune etkıleyıcımı sımdı bu,tr,This was my influence
anskmm yakalandimm,id,Anskmm I was caught
girldinner,no,girldinner
yes,tr,yes
wat dedin gulüm,af,"What did you say, laugh"
bonita canción en bucle,es,Nice loop song
comments making day video made,en,comments making day video made
cannot stop cannot stop,it,cannot stop cannot stop
back,en,back
post,sl,post
absolutely words,en,absolutely words
ellm,ca,ELLM
puta que pariu,ca,bitch
nunca termina el video,es,The video never ends
que lindo el blanco,es,how cute the white
owns,en,owns
nunca é suficiente kkk,pt,It's never enough kkk
mira beba como te gustan,pt,Look drink how you like them
amem,pt,amen
even wear calvin klein however buy whole stock man,en,even wear calvin klein however buy whole stock man
ndetavyy,sq,ndetavyy
love much,sk,love much
got feeling type way,en,got feeling type way
gracias calvin klein por,es,Thanks Calvin Klein for
yes babe thank,en,yes babe thank
work art,af,work art
good lord,so,good lord
cannot gf watching,en,cannot gf watching
mine,et,mine
song xd,tl,song xd
great way start year,en,great way start year
saved,hr,saved
sumpah yah aku nyasar doang lho kemari,id,"I swear, I'm straying, you know here"
pleaseget jeremy white page go rewatch every film,en,pleaseget jeremy white page go rewatch every film
